항공사명,한글항공사명,IATA코드,ICAO코드,항공사상태,사업모델,국가,지역,,
LEVEL Europe,LEVEL 유럽 항공,VK,FOO,Grounded,Low Cost Carrier,Austria,Western Europe,,
LEVEL France,레벨 프랑스,LV,,Active,Low Cost Carrier,France,Western Europe,,
LGW Luftfahrtgesellschaft Walter,LGW 항공,HE,LGW,Grounded,Regional/Commuter,Germany,Western Europe,,
LIAT,리워드,LI,LIA,Active,Regional/Commuter,Antigua and Barbuda,Caribbean,,
Libyan Air Cargo,리비아예어 카고,,,Active,Cargo,Libya,North Africa,,
Libyan Airlines,리비아 항공,LN,LAA,Active,Full Service Carrier,Libya,North Africa,,
Libyan Wings,리비안 윙스,YL,LWA,Active,Charter,Libya,North Africa,,
LIFT Airline,LIFT 항공,,,Active,Regional/Commuter,South Africa,Southern Africa,,
Lijiang Airlines,리장 항공,,,Startup,Full Service Carrier,China,North East Asia,,
Lima Airlines,리마 항공,,,Startup,Full Service Carrier,Peru,Upper South America,,
Limitless Airways,리미트리스항공,,,Grounded,Charter,Croatia,Eastern/Central Europe,,
Lineas Aereas del Sur,SUR 항공,,,Active,Charter,Argentina,Lower South America,,
Lineas Aereas Paraguayas,리나스 아레아스 파라과이,,,Grounded,Full Service Carrier,Paraguay,Lower South America,,
Lineas Aereas Suramericanas (LAS Cargo),남미항공,4L,LAU,Active,Charter,Colombia,Upper South America,,
Link Airs,링크에어즈,,,Failed startup,Regional/Commuter,Japan,North East Asia,,
Link Airways,링크 항공,FC,,Active,Charter,Australia,Southwest Pacific,,
Link PNG,링크 PNG,,,Active,Regional/Commuter,Papua New Guinea,Southwest Pacific,,
LinksAir,링크에어,,LNQ,Grounded,Regional/Commuter,United Kingdom,Western Europe,,
Lion Air,라이온 항공,JT,LNI,Active,Low Cost Carrier,Indonesia,South East Asia,,
Lithuanian Airlines,리투아니아 항공,TE,,Grounded,Full Service Carrier,Lithuania,Eastern/Central Europe,,
Livingston,리빙스톤,JN,,Grounded,,Italy,Western Europe,,
LoadAir Cargo,로데어 화물항공,,,Failed startup,Cargo,Kuwait,Middle East,,
Loftleidir Icelandic,아이슬란드 항공,,,Active,Charter,Iceland,Western Europe,,
Loganair,로간에어,LM,LOG,Active,Regional/Commuter,United Kingdom,Western Europe,,
Lone Star Air,론 스타 항공,,,Active,Full Service Carrier,Liberia,Central/Western Africa,,
Longjiang Airlines,룽장 항공,LT,SNG,Active,Full Service Carrier,China,North East Asia,,
Loong Air,룽 항공,GJ,CDC,Active,Full Service Carrier,China,North East Asia,,
LOT Charters,LOT 화물항공,,,Active,Charter,Poland,Eastern/Central Europe,,
LOT Polish Airlines,LOT 폴란드 항공,LO,LOT,Active,Full Service Carrier,Poland,Eastern/Central Europe,,
LTU,LTU 항공,LT,,Grounded,Full Service Carrier,Germany,Western Europe,,
Lucky Air,럭키에어,8L,LKE,Active,Low Cost Carrier,China,North East Asia,,
Luebeck Air,루벡에어,,,Active,Regional/Commuter,Germany,Western Europe,,
LuebeckAir,루벡에어,,,Failed startup,,Germany,Western Europe,,
Lufthansa,루프트한자,LH,DLH,Active,Full Service Carrier,Germany,Western Europe,,
Lufthansa Cargo,루프트한자 카고,LH,GEC,Active,Cargo,Germany,Western Europe,,
Lufthansa CityLine,루프트한자 시티라인,CL,CLH,Active,Regional/Commuter,Germany,Western Europe,,
Lufttransport,루프트트랜스포트,L5,LTR,Active,,Norway,Western Europe,,
Luke Air,블루 파노라마 항공,,LKA,Active,Virtual Carrier,Italy,Western Europe,,
Lukoil Avia,루코일아비아,,LUK,Active,Charter,Russian Federation,Eastern/Central Europe,,
Lulutai Airlines,루루타이 항공,L8,,Active,Regional/Commuter,Tonga,Southwest Pacific,,
Lumiwings,루미윙스,,LWI,Active,Full Service Carrier,Greece,Eastern/Central Europe,,
Luxair,룩스에어,LG,LGL,Active,Regional/Commuter,Luxembourg,Western Europe,,
Lviv Airlines,르비브 항공,,,Active,Charter,Ukraine,Eastern/Central Europe,,
Lydd Air,LYDD 에어,,LYD,Active,Regional/Commuter,United Kingdom,Western Europe,,
Lynden Air Cargo,린든 항공화물,L2,LYC,Active,Cargo,United States of America,North America,,
Lynden Air Cargo Png,린든 항공화물,,LYB,Active,Charter,Papua New Guinea,Southwest Pacific,,
Lynx Aviation,린스에비에이션,L3,SSX,Grounded,Regional/Commuter,United States of America,North America,,
M Jets International (Kargo Xpress),M 제츠인터내셔널 항공,,KXP,Active,Cargo,Malaysia,South East Asia,,
Maastricht Airlines,마스트리히트 항공,,,Active,Full Service Carrier,Netherlands,Western Europe,,
Macair Jet,맥에어 젯,VM,,Grounded,Charter,Argentina,Lower South America,,
Mack Air,맥 항공,,MKB,Active,Charter,Botswana,Southern Africa,,
Madagasikara Airways,마다가스카르 항공,,,Active,Full Service Carrier,Madagascar,Southern Africa,,
MAE Jet Charters,MAE 전세항공,,,Active,Charter,Bahrain,Middle East,,
Magma Aviation,마그마 항공,,,Active,Cargo,Belgium,Western Europe,,
Magnicharters,매그니콘스턴스,,GMT,Active,Charter,Mexico,Central America,,
Mahan Air,마한에어,W5,IRM,Active,Full Service Carrier,Iran,Middle East,,
Mahogany Air,마호가니 에어,KT,HOG,Active,Regional/Commuter,Zambia,Southern Africa,,
MAIS Mozambican Airlines,MAIS 모잠비크 항공,,,Failed startup,Low Cost Carrier,Mozambique,Southern Africa,,
Makalu Air,마칼루 항공,,,Active,Charter,Nepal,South Asia,,
Makani Kai Air,마카니 카이항공,,,Active,Full Service Carrier,United States of America,North America,,
Malawi Airlines,말라이 항공,3W,MWI,Active,Full Service Carrier,Malawi,Southern Africa,,
Malaysia Airlines,말레이시아 항공,MH,MAS,Active,Full Service Carrier,Malaysia,South East Asia,,
Maldivian,몰디비안,Q2,DQA,Active,Regional/Commuter,Maldives,South Asia,,
Malev Hungarian Airlines,말리브항공,MA,,Grounded,Full Service Carrier,Hungary,Eastern/Central Europe,,
Mali Air Express,말리에어익스프레스,,VXP,Active,Charter,Mali,Central/Western Africa,,
Malift Air,말리프트 항공,,,Active,Charter,Democratic Republic of the Congo,Central/Western Africa,,
Malindo Air,말린도 항공,OD,MXD,Active,Full Service Carrier,Malaysia,South East Asia,,
Malmo Aviation,말모항공,TF,SCW,Grounded,Regional/Commuter,Sweden,Western Europe,,
Malta Air,몰타 항공,AL,MAY,Active,Low Cost Carrier,Malta,Western Europe,,
Malu Aviation,말루 항공,,,Grounded,Charter,Democratic Republic of the Congo,Central/Western Africa,,
Maluti Sky,말루티 스카이,7D,MSU,Grounded,Charter,Lesotho,Southern Africa,,
Mandarin Airlines,만다린항공,AE,MDA,Active,Full Service Carrier,Taiwan,North East Asia,,
Mango,망고 항공,JE,,Active,Low Cost Carrier,South Africa,Southern Africa,,
Mann Yadanarpon Airlines,만 야다나르폰 항공사,7Y,MYP,Active,Regional/Commuter,Myanmar,South East Asia,,
Manta Air,만타에어,NR,,Active,Charter,Maldives,South Asia,,
MAP Linhas Aereas,MAP 항공,7M,PAM,Active,Charter,Brazil,Upper South America,,
Maria da Gloria Transportes Aereos,글로리아 운송 항공,,,Startup,,Brazil,Upper South America,,
Maroomba Airlines,마룸바 항공,,,Active,Charter,Australia,Southwest Pacific,,
Mars Avia,마스아비아 항공,,MRS,Active,Cargo,Armenia,Eastern/Central Europe,,
Marsland Aviation,마스랜드항공,,MSL,Grounded,Regional/Commuter,Sudan,North Africa,,
Martinair,마틴에어,MP,MPH,Active,Cargo,Netherlands,Western Europe,,
MasAir,마스 에어웨이,M7,MAA,Active,Cargo,Mexico,Central America,,
MASwings,마스윙즈,MY,MWG,Active,Regional/Commuter,Malaysia,South East Asia,,
MAT Airways,MAT 항공,6F,,Grounded,Charter,North Macedonia (FYROM),Eastern/Central Europe,,
Mauritania Airlines,모리타니아 항공,L6,MAI,Active,Full Service Carrier,Mauritania,Central/Western Africa,,
Max Air (Nigeria),맥스항공(나이지리아),VM,NGL,Active,Charter,Nigeria,Central/Western Africa,,
Maximus Air Cargo,막시무스 에어카고,6M,,Active,Cargo,United Arab Emirates,Middle East,,
Maya Island Air,마야아일랜드에어,2M,MYD,Active,Regional/Commuter,Belize,Central America,,
MAYAir,마이에어,5G,MYI,Active,Regional/Commuter,Mexico,Central America,,
MCS Aerocarga,MCS 화물항공,,MCS,Active,Cargo,Mexico,Central America,,
MED Airlines,메드 항공,,,Active,Cargo,Morocco,North Africa,,
Med Airways,메드 항공사,7Y,MED,Active,Charter,Lebanon,Middle East,,
Med-View Airline,메드뷰 항공,VL,MEV,Active,Charter,Nigeria,Central/Western Africa,,
Medavia,메디아비아,N5,MDM,Active,Regional/Commuter,Malta,Western Europe,,
Meezab Aviation,미자브 항공,,,Active,Charter,Pakistan,South Asia,,
Mega Maldives Airlines,메가 몰디브 항공,LV,,Grounded,Full Service Carrier,Maldives,South Asia,,
Melilla Airlines,멜릴라 항공,,,Active,,Spain,Western Europe,,
Mena Aerospace Cargo,메나 에어로스페이스 카고,,,Active,Cargo,Bahrain,Middle East,,
Menorca Air,메르노카 항공,,,Startup,,Spain,Western Europe,,
Meraj Air,메라즈 항공,JI,MRJ,Active,Full Service Carrier,Iran,Middle East,,
Mercury World Cargo,머큐리 월드 카고,4X,MEC,Active,Cargo,United States of America,North America,,
Meridian Air Charter,메리디안 전세항공,,,Active,Charter,United States of America,North America,,
Meridian Airways,머리디언항공,,,Grounded,Charter,Ghana,Central/Western Africa,,
Meridian Avia,메르디안 아비아 항공,,MMM,Active,Charter,Russian Federation,Eastern/Central Europe,,
Merpati Nusantara Airlines,므르파티누산타라항공,MZ,,Grounded,Regional/Commuter,Indonesia,South East Asia,,
Mesa Airlines,메사항공,YV,ASH,Active,Regional/Commuter,United States of America,North America,,
Mesaba Airlines,메사바 항공,XJ,MES,Grounded,Regional/Commuter,United States of America,North America,,
Meta Linhas A챕reas,메타 항공,,MSQ,Grounded,Charter,Brazil,Upper South America,,
MetJet,메트제트,,,Grounded,Charter,United States of America,North America,,
Metrojet,메트로제트,7K,KGL,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Metropolitan Airlines (Eurosky Airlines),메트로폴리탄항공,,,Failed startup,Regional/Commuter,Switzerland,Western Europe,,
Mexicana,멕시카나 항공,MX,,Grounded,Full Service Carrier,Mexico,Central America,,
MexicanaClick,멕시카나 클릭 항공,QA,,Grounded,Low Cost Carrier,Mexico,Central America,,
MexicanaLink,멕시카나 링크항공,I6,,Grounded,Regional/Commuter,Mexico,Central America,,
MGC Airlines,MGC 항공,,,Active,Charter,United States of America,North America,,
MHS Aviation,MHS 항공,M2,MHV,Active,Charter,Germany,Western Europe,,
Miami Air International,마이애미에어인터내셔널,LL,BSK,Active,Charter,United States of America,North America,,
MIAT Mongolian Airlines,MIAT 몽공에어라인,OM,MGL,Active,Full Service Carrier,Mongolia,North East Asia,,
Mid Airlines,미드항공,,NYL,Active,Charter,Sudan,North Africa,,
Mid Express Tchad,미드 익스프레스 화물항공,,,Grounded,Charter,Chad,Central/Western Africa,,
Mid-Atlantic Freight,미드 아틀란틱 플라이트,,,Active,Cargo,United States of America,North America,,
Mid-Sea Express,미드-시 익스프레스,,,Active,Regional/Commuter,Philippines,South East Asia,,
Middle East Airlines,미들이스트항공 ,ME,MEA,Active,Full Service Carrier,Lebanon,Middle East,,
Midwest Airlines,이집트미드웨스트항공,YX,MEP,Grounded,Regional/Commuter,United States of America,North America,,
Midwest Airlines (Egypt),이집트미드웨스트항공,,MWA,Grounded,Charter,Egypt,North Africa,,
Midwest Express Airlines,미드웨스트 익스프레스 항공,,,Startup,Full Service Carrier,United States of America,North America,,
Mihin Lanka,미힌랑카,MJ,,Grounded,Low Cost Carrier,Sri Lanka,South Asia,,
Minair,마이너,,OMR,Active,Charter,Central African Republic,Central/Western Africa,,
Mineral Airways,미네랄 항공,,,Active,Charter,Chile,Lower South America,,
Miniliner,미니라이너,,,Active,Regional/Commuter,Italy,Western Europe,,
Minoan Air,미노안 항공,,,Active,,Greece,Eastern/Central Europe,,
Mint Airways,민트 항공,,MIC,Grounded,Charter,Spain,Western Europe,,
Mission Aviation Fellowship - MAF,미션 항공 펠로우쉽,,,Active,Charter,United States of America,North America,,
MJ Airlines,MJ 항공,,,Failed startup,Full Service Carrier,Cambodia,South East Asia,,
MN Aviation Inc.,MN 항공 ,,,Active,Charter,Puerto Rico,North America,,
MNG Airlines Cargo,MNG 화물항공,MB,MNB,Active,Cargo,Turkey,Eastern/Central Europe,,
MODERN Logistics,모던 로지스틱스,WD,MWM,Active,Cargo,Brazil,Upper South America,,
Mokulele Airlines,모쿠레레 항공,MW,,Active,Regional/Commuter,United States of America,North America,,
Moldavian Airlines,몰다비아항공,2M,,Grounded,Regional/Commuter,Moldova,Eastern/Central Europe,,
Mombasa Air Safari,뭄바사 에어 사파리,,RRV,Active,Charter,Kenya,Eastern Africa,,
Monarch Airlines,모나크 항공,,MON,Grounded,Low Cost Carrier,United Kingdom,Western Europe,,
Mongolian Airways Cargo,몽골 화물항공,XF,MGW,Active,Cargo,Mongolia,North East Asia,,
Montenegro Airlines,몬테네그로 항공,YM,MGX,Grounded,Regional/Commuter,Montenegro,Eastern/Central Europe,,
Moov Airways,무브 항공,,,Startup,Low Cost Carrier,Switzerland,Western Europe,,
Morningstar Air Express,모닝스타 에어인코퍼레이션,,MAL,Active,Charter,Canada,North America,,
Moscow Airlines,모스코바 항공,3G,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Moskovia Airlines,모스코비아 항공 JSC,3R,,Grounded,Full Service Carrier,Russian Federation,Eastern/Central Europe,,
Motor Sich Airlines,모터시크 항공,M9,MSI,Active,Charter,Ukraine,Eastern/Central Europe,,
Mount Cook Airline,마운터 큭 항공,,NZM,Active,Regional/Commuter,New Zealand,Southwest Pacific,,
Mozambique Expresso,모잠비크 익스프레소,,MXE,Active,Regional/Commuter,Mozambique,Southern Africa,,
MRK Airlines,MRK 항공,6V,,Active,Regional/Commuter,Ukraine,Eastern/Central Europe,,
MSD Aviation,MSD 항공,,,Startup,Cargo,India,South Asia,,
Mundicanarias,문디카나리아스항공,,,Failed startup,,Spain,Western Europe,,
Murmanskoya,무르만스코야,,,Active,Charter,Russian Federation,Eastern/Central Europe,,
Mustique Airways,뮤스티크항공,,MAW,Active,Charter,Saint Vincent and the Grenadines,Caribbean,,
My Indo Airlines,마이 인도 항공,2Y,MYU,Active,Cargo,Indonesia,South East Asia,,
My Jet Xpress Airlines,마이제트엑스프레스 항공,N7,NEP,Active,Charter,Malaysia,South East Asia,,
Myanmar Airways International,미얀마국제항공,8M,MMA,Active,Full Service Carrier,Myanmar,South East Asia,,
Myanmar National Airlines,미얀마항공,UB,UBA,Active,Full Service Carrier,Myanmar,South East Asia,,
MyWay Airlines,마이웨이 항공,MJ,MYW,Active,Full Service Carrier,Georgia,Eastern/Central Europe,,
NAC Charter,NAC 전세항공,,,Active,Charter,South Africa,Southern Africa,,
Nakina Air Service,난키나 에어서비스,T2,,Active,Regional/Commuter,Canada,North America,,
Nam Air,남에어,IN,LKN,Active,Full Service Carrier,Indonesia,South East Asia,,
Namaste Nepalese Air,나마스테 네팔 항공,,,Failed startup,Regional/Commuter,Nepal,South Asia,,
Namibia flyafrica,나미비아 플라이아프리카 항공,N6,,Grounded,Low Cost Carrier,Namibia,Southern Africa,,
Nantucket Airlines,난터켓 항공,,ACK,Active,Regional/Commuter,United States of America,North America,,
Nasair Eritrea,나스에어 에리트레아,UE,NAS,Grounded,Full Service Carrier,Eritrea,Eastern Africa,,
Nasim Air,나심항공,,,Startup,Full Service Carrier,Iran,Middle East,,
Natalco Airlines,나탈코항공,,NCO,Grounded,Cargo,Republic of the Congo,Central/Western Africa,,
National Airlines (US),내셔널항공,N8,NCR,Active,Charter,United States of America,North America,,
National Airways,내셔널 항공,9Y,NAE,Active,Charter,Ethiopia,Eastern Africa,,
Nationale Regionale Transport,내셔널 항공,,,Grounded,Charter,Gabon,Central/Western Africa,,
Nature Air,네이쳐 에어,5C,,Grounded,Regional/Commuter,Costa Rica,Central America,,
Naturelink Aviation,네이츄링크 항공,,NRK,Grounded,Charter,South Africa,Southern Africa,,
Nauru Airlines,나우르 항공,ON,RON,Active,Full Service Carrier,Nauru,Southwest Pacific,,
Navion Airlines,내비온 항공,,,Startup,,Venezuela,Upper South America,,
naxosair,낙소 항공,,,Startup,Charter,Greece,Eastern/Central Europe,,
NELLA Airlines,넬라 항공,,,Startup,Regional/Commuter,Brazil,Upper South America,,
Neos,네오스 항공,NO,NOS,Active,Full Service Carrier,Italy,Western Europe,,
Nepal Airlines,네팔 항공,RA,RNA,Active,Full Service Carrier,Nepal,South Asia,,
Nesma Airlines (Egypt),네스마 항공,NE,NMA,Active,Full Service Carrier,Egypt,North Africa,,
Nesma Airlines (Saudi Arabia),네스마 항공(사우디아라비아),NA,NSS,Active,Full Service Carrier,Saudi Arabia,Middle East,,
NetJets,넷제트,,,Active,Charter,United States of America,North America,,
Network Aviation,네트워크 항공,,NWK,Active,Charter,Australia,Southwest Pacific,,
New Central Air Service,신추오 항공,,,Active,Regional/Commuter,Japan,North East Asia,,
New England Airlines,뉴 잉글랜드 항공,EJ,NEA,Active,Regional/Commuter,United States of America,North America,,
New Jatayu Air,뉴자타유 항공사,,,Failed startup,Full Service Carrier,Indonesia,South East Asia,,
New Mexico Airlines,뉴멕시코 항공,,,Grounded,Regional/Commuter,United States of America,North America,,
NewGen Airways,뉴젠 항공사,E3,,Grounded,Full Service Carrier,Thailand,South East Asia,,
NewLeaf Travel,뉴리프 항공,,,Grounded,Low Cost Carrier,Canada,North America,,
